Diabetes Prevalence,Without Health Insurance (BRFSS),Annual Checkup,Poor Mental Health,Obesity Prevalence,Education < 9th,Education 9-12 No Diploma,High School Diploma,Associate Degree,Aged 65 and Over,Unemployed,In Poverty,Households with No Vehicle,Rural,Broadband Internet Subscription,Broadband Internet Structural Availability
8.9,9.8,61.7,14.8,28.0,9.2,5.6,18.0,9.1,19.3,3.2,7.7,4.9,0,91.7,100.0
7.8,6.3,61.6,16.4,27.5,1.7,3.2,19.0,10.3,27.5,2.4,10.5,3.8,0,88.9,100.0
9.5,9.8,63.5,14.0,25.3,7.3,6.1,17.2,7.8,14.8,3.6,9.9,4.5,0,92.9,100.0
7.6,6.2,59.9,14.9,26.3,2.0,3.2,17.6,11.0,19.4,2.6,7.0,3.5,0,91.9,100.0
8.7,7.2,60.6,17.3,29.5,1.4,4.1,27.3,10.9,28.3,4.2,11.9,5.5,0,82.7,100.0
11.1,13.2,61.4,15.4,36.2,9.0,8.0,26.9,8.4,14.3,4.3,12.0,4.0,0,90.8,100.0
10.6,8.9,62.2,16.1,31.7,6.2,5.7,22.0,9.7,14.1,4.1,13.3,6.3,0,91.8,100.0
10.4,13.9,62.2,15.1,31.0,10.5,6.2,26.8,10.2,12.7,4.9,7.7,3.0,0,92.1,100.0
12.3,15.0,63.2,16.1,38.1,8.3,10.6,26.9,8.5,11.6,4.5,14.3,4.7,0,89.3,100.0
9.8,8.9,65.3,15.1,23.9,6.2,5.5,18.2,8.4,14.1,4.1,10.7,5.4,0,93.0,100.0
9.1,6.3,60.5,13.1,18.7,6.8,4.4,11.4,5.2,15.9,3.8,10.3,30.6,0,90.6,100.0
11.8,13.3,61.0,15.6,33.3,11.0,8.7,28.8,9.5,12.6,4.4,13.5,5.2,0,87.9,100.0
8.9,7.9,61.8,15.6,30.5,3.4,4.7,19.6,10.1,20.2,3.0,12.0,3.8,0,90.7,100.0
8.8,6.8,62.7,12.4,21.0,5.2,4.0,14.9,7.0,16.2,3.2,6.2,5.4,0,93.4,100.0
10.4,12.4,61.3,15.4,30.1,11.6,6.5,17.3,8.3,15.2,3.9,13.4,5.9,0,90.8,100.0
9.0,7.2,57.2,11.9,18.5,6.3,4.5,13.7,6.8,13.6,3.0,6.7,5.4,0,94.1,100.0
8.8,9.2,62.0,15.3,25.2,7.8,3.9,15.9,8.6,16.8,4.1,10.9,5.0,0,91.6,100.0
9.2,8.1,60.4,17.8,30.9,2.4,6.5,25.8,11.7,20.4,3.6,14.2,6.6,0,87.1,100.0
8.6,7.4,60.9,16.7,29.8,1.9,3.8,29.5,9.8,27.8,5.2,8.2,3.4,1,73.7,100.0
9.9,8.9,60.8,18.3,32.8,3.8,6.3,27.1,12.2,25.5,3.9,16.7,6.0,0,82.8,100.0
10.2,9.3,63.3,15.3,29.9,5.5,5.6,23.8,10.4,15.9,3.7,8.9,4.8,0,92.7,100.0
8.4,8.6,59.4,15.4,28.6,5.8,5.0,18.3,9.5,19.9,3.3,8.7,4.7,0,92.4,100.0
11.6,14.2,60.6,16.7,34.8,10.8,9.2,30.0,7.5,13.0,5.2,13.6,5.3,0,88.7,100.0
11.0,12.2,62.4,16.7,31.6,10.6,9.7,24.5,10.3,15.2,4.5,12.6,5.0,0,86.8,100.0
10.7,11.6,60.8,18.2,34.2,6.4,7.8,29.0,10.7,19.6,4.5,18.0,7.1,0,82.3,100.0
10.7,8.9,61.1,19.2,33.0,1.7,4.4,38.4,6.8,27.8,2.4,22.5,5.4,1,76.1,100.0
13.6,19.3,61.4,17.4,35.5,17.0,10.3,26.5,8.8,11.3,6.2,19.8,5.1,0,83.4,100.0
8.7,7.9,60.8,16.4,29.5,1.7,6.2,25.2,11.0,26.2,4.0,9.9,5.8,0,84.9,100.0
9.6,10.8,62.5,14.5,27.0,8.5,5.8,19.8,10.2,15.7,3.6,8.9,4.2,0,91.1,100.0
10.1,9.6,61.0,15.5,27.8,6.8,5.6,17.7,7.1,12.5,3.4,17.2,7.9,0,90.6,100.0
10.8,11.7,62.0,17.6,33.9,8.4,10.5,23.2,10.4,12.5,3.5,15.2,6.5,0,87.7,100.0
8.5,17.2,63.0,14.9,31.3,6.8,8.4,28.3,8.9,10.5,3.3,9.6,4.3,0,90.1,100.0
10.7,19.9,65.0,16.9,30.4,7.2,5.8,28.4,8.9,13.6,3.4,16.0,8.3,0,83.8,100.0
7.4,11.5,66.2,14.2,25.2,3.6,4.3,19.7,8.4,13.2,3.2,7.7,4.8,0,92.9,100.0
7.7,11.7,64.7,15.2,24.6,1.3,4.6,21.9,5.6,26.1,2.7,9.8,1.9,0,86.6,100.0
9.1,14.6,64.5,18.0,28.8,4.9,9.5,28.9,11.4,24.7,1.5,20.5,6.0,1,78.5,100.0
11.5,21.9,63.6,16.6,32.9,3.1,9.8,48.6,7.0,18.6,2.0,25.4,10.9,0,78.0,100.0
6.3,8.4,63.3,14.7,17.4,2.0,2.5,11.1,6.6,14.7,3.1,11.0,5.1,0,93.3,100.0
6.0,7.8,64.5,12.9,25.8,1.1,2.3,13.0,9.1,14.0,2.4,4.4,3.5,0,94.4,100.0
7.3,11.2,64.7,15.4,24.7,1.6,4.0,25.8,7.4,25.4,2.7,11.5,6.0,0,81.8,100.0
7.7,11.9,65.1,16.1,26.4,2.0,5.0,30.0,11.7,19.5,1.9,11.6,2.3,1,86.3,100.0
6.3,8.1,65.8,13.8,23.7,1.2,1.5,20.0,6.0,20.7,2.7,5.7,3.2,0,87.0,100.0
10.9,20.7,63.4,16.3,30.4,4.6,6.0,32.8,8.6,19.3,4.6,16.3,5.7,0,75.0,100.0
12.1,23.6,65.0,16.4,31.7,6.8,6.3,29.3,7.2,26.3,3.5,22.4,3.7,1,80.2,100.0
11.6,23.4,63.0,16.4,32.7,2.4,8.6,51.4,9.7,14.0,2.0,24.9,5.4,1,79.6,100.0
7.0,9.2,66.5,15.3,24.4,0.7,1.0,18.0,9.0,33.6,2.8,7.3,1.6,1,77.7,100.0
8.5,14.8,65.4,16.9,27.3,3.2,7.2,36.5,7.1,25.9,2.6,16.9,4.5,0,77.6,100.0
7.5,12.1,64.7,14.7,22.0,4.9,5.0,16.0,5.6,11.7,3.4,11.6,9.8,0,90.6,100.0
7.3,10.8,65.1,16.0,26.0,0.0,3.6,42.4,6.5,33.9,1.7,12.4,2.4,1,59.4,100.0
5.6,7.0,69.2,12.2,23.0,0.9,1.2,12.2,7.7,12.3,2.5,3.0,2.2,0,97.0,100.0
7.0,12.2,64.5,14.1,21.2,4.8,3.5,15.6,9.9,12.0,2.9,9.2,3.4,0,95.1,100.0
7.4,10.1,70.0,15.6,28.1,2.1,3.5,19.6,11.0,12.9,3.8,9.6,3.9,0,92.9,100.0
6.6,9.1,66.5,14.9,23.0,1.5,2.1,23.4,12.4,16.7,1.3,4.2,1.0,0,93.0,100.0
8.5,15.2,64.4,16.4,29.1,2.6,7.7,40.5,8.4,21.5,1.8,14.1,4.9,0,82.1,100.0
7.4,14.1,64.5,15.4,25.0,5.6,4.8,25.7,9.4,13.3,2.9,7.9,4.2,0,89.7,100.0
6.4,8.6,66.5,14.3,25.3,0.5,5.8,14.2,11.0,17.3,1.4,7.9,4.0,0,92.6,100.0
6.8,10.2,64.4,15.0,22.3,2.2,3.3,30.3,6.6,18.0,3.4,10.8,3.3,0,90.4,100.0
6.8,8.4,65.6,14.5,24.0,0.6,1.4,16.7,6.1,14.3,3.1,13.0,4.4,0,88.7,100.0
6.4,8.0,65.4,14.6,24.3,0.0,3.6,16.1,4.8,31.2,1.9,9.3,1.1,1,93.2,100.0
8.8,16.2,64.2,16.0,28.8,4.1,3.8,26.1,10.5,33.5,2.3,17.6,7.0,0,73.0,100.0
8.2,14.0,64.9,17.0,28.0,4.2,9.7,23.4,6.3,36.2,4.9,14.6,4.7,1,80.2,100.0
6.6,9.3,65.7,13.5,24.1,1.4,3.4,19.6,7.8,16.5,2.8,6.8,3.8,0,93.1,100.0
8.1,11.4,65.8,17.4,28.2,1.2,1.7,27.1,14.4,21.3,0.4,13.2,2.4,1,86.1,100.0
8.6,14.7,64.2,17.5,30.5,4.6,6.2,29.1,12.4,19.3,2.1,9.2,7.3,0,87.3,100.0
6.7,9.5,66.4,15.1,21.5,1.0,2.4,20.4,7.6,18.0,2.1,9.7,2.0,0,83.2,100.0
7.5,13.4,63.7,14.1,23.7,8.1,3.6,24.0,8.8,11.0,2.0,7.8,2.5,0,81.6,100.0
6.7,9.0,64.2,15.3,24.8,1.3,2.4,17.4,9.1,15.8,3.1,11.1,3.9,0,91.3,100.0
10.1,19.2,64.1,16.6,31.0,5.2,6.6,26.6,13.4,24.2,3.8,21.1,9.3,0,80.5,100.0
9.0,16.4,64.5,16.7,29.6,1.8,9.5,49.5,7.8,17.1,1.0,12.4,6.2,1,75.8,100.0
8.9,15.0,64.7,16.3,30.5,2.1,6.4,38.5,12.4,17.3,2.2,11.2,4.5,0,85.8,100.0
7.8,12.4,64.8,17.2,28.9,1.9,6.6,27.3,8.8,19.4,3.5,11.9,5.7,0,88.7,100.0
6.3,7.7,65.9,14.0,23.3,0.3,1.8,13.3,6.6,22.7,2.9,12.0,2.8,1,90.4,100.0
8.6,14.2,63.3,17.3,28.8,1.4,6.6,41.9,11.0,14.8,2.8,17.7,5.9,0,86.2,100.0
8.2,12.5,66.6,16.8,27.1,2.4,6.7,29.9,8.3,22.7,2.8,12.2,4.1,0,77.8,100.0
7.9,14.3,67.2,15.8,25.9,5.4,5.9,31.7,6.9,23.9,3.0,11.6,3.4,0,81.5,100.0
9.1,19.4,64.2,16.1,28.5,10.2,9.1,31.2,8.7,15.2,2.7,12.0,4.8,0,88.8,100.0
10.8,20.9,64.9,17.7,33.5,3.7,8.5,31.9,14.3,20.5,3.2,22.0,8.3,0,76.1,100.0
6.2,7.5,66.0,14.2,23.3,0.2,1.2,13.6,9.5,31.2,1.9,4.4,0.7,1,89.6,100.0
6.7,8.9,65.4,15.1,24.6,0.8,1.8,25.2,11.0,21.1,2.7,6.3,0.9,0,89.8,100.0
8.7,16.0,65.6,16.6,28.6,5.1,8.2,28.1,11.4,16.7,0.7,13.5,5.5,1,74.6,100.0
5.8,7.4,66.5,12.9,19.7,0.9,1.6,13.6,9.3,19.3,2.1,5.2,3.9,0,94.0,100.0
9.9,19.7,65.1,17.4,29.4,9.7,8.1,29.3,10.8,17.7,2.3,17.3,7.6,0,81.7,100.0
10.4,17.3,69.3,16.5,36.1,3.5,6.0,29.4,11.7,18.4,3.8,17.2,7.7,0,82.5,100.0
8.1,12.5,65.3,17.0,27.2,2.0,6.5,32.9,10.1,15.7,4.3,11.5,3.1,1,87.3,100.0
9.2,17.7,64.8,15.4,26.8,5.8,5.1,29.2,7.2,20.5,4.3,13.9,6.3,0,73.4,100.0
6.3,8.1,62.7,14.3,20.9,1.4,1.9,16.2,9.2,16.5,1.7,8.6,2.5,0,91.5,100.0
9.6,18.1,63.6,16.9,28.5,6.2,7.1,30.7,8.8,24.9,6.0,16.5,3.8,1,73.8,100.0
7.5,10.4,65.9,15.0,25.2,3.4,0.0,29.9,5.4,24.8,4.7,14.2,3.4,1,80.1,100.0
6.7,8.6,65.8,14.1,24.8,0.3,1.4,17.3,5.0,15.7,2.6,9.4,4.1,1,86.8,100.0
8.6,14.3,63.5,17.2,28.5,3.7,7.6,26.3,16.0,23.5,2.5,16.7,4.8,1,80.6,100.0
6.4,9.6,63.5,13.9,21.3,1.8,3.6,17.4,4.2,14.4,2.5,6.8,2.6,0,92.6,100.0
6.8,9.3,64.8,15.3,26.0,0.2,1.9,24.9,10.2,22.4,2.6,7.6,0.5,0,91.5,100.0
8.1,12.5,65.3,16.9,28.0,2.7,5.9,31.1,11.4,20.7,1.8,11.4,4.3,1,83.6,100.0
7.8,14.2,64.3,15.5,28.7,5.8,6.1,25.4,9.5,12.1,3.4,9.7,3.3,0,89.6,100.0
8.4,15.7,65.1,16.5,29.1,7.1,5.4,28.4,10.3,18.0,4.1,14.5,3.2,0,81.4,100.0
7.6,8.6,71.6,13.5,24.9,5.3,4.5,20.8,6.1,15.8,4.3,9.2,7.4,0,91.2,100.0
9.9,8.1,76.3,15.6,33.4,4.2,5.5,25.8,8.4,17.0,3.8,10.9,9.9,0,88.0,100.0
7.4,6.7,72.1,14.5,26.9,2.0,4.1,29.5,9.2,21.4,3.9,7.8,5.4,0,90.0,100.0
7.6,5.9,76.3,14.6,31.0,1.7,3.3,25.2,9.4,20.5,3.1,6.4,5.0,0,88.7,100.0
9.2,8.7,74.4,14.0,31.4,4.3,5.4,29.6,7.3,17.3,4.4,11.5,10.9,0,86.9,100.0
8.7,7.4,76.0,15.2,31.0,2.5,4.5,28.6,8.9,18.3,3.2,8.7,6.4,0,89.8,100.0
7.9,6.1,76.4,14.8,29.1,1.9,3.3,26.1,9.3,15.9,3.0,9.7,4.7,0,91.0,100.0
9.5,8.5,73.4,16.0,35.3,3.5,7.1,34.9,9.9,16.7,4.4,11.3,6.8,0,87.1,100.0
8.4,5.9,70.4,13.6,24.5,3.2,4.5,15.5,3.0,12.2,5.0,15.4,35.7,0,87.2,100.0
11.0,10.2,73.4,16.6,41.3,3.9,7.3,32.8,8.7,17.2,3.3,13.3,6.7,0,88.6,100.0
10.1,9.2,73.5,14.3,34.6,2.9,4.7,29.3,7.6,15.7,3.9,10.6,6.7,0,90.8,100.0
9.5,11.0,75.2,14.9,35.0,3.5,6.9,31.1,9.4,28.3,2.8,12.1,3.4,0,86.2,100.0
13.8,22.4,74.6,19.6,39.0,6.4,15.8,38.4,8.5,17.3,1.5,25.4,9.4,0,64.4,100.0
15.9,30.6,73.8,20.1,39.7,17.8,15.3,33.0,7.1,13.9,3.6,26.9,5.8,0,67.6,100.0
12.9,20.2,74.4,19.4,37.2,6.0,10.7,39.4,6.7,15.7,1.8,24.5,8.3,0,74.6,100.0
15.8,21.5,76.7,19.1,41.7,5.1,11.2,34.1,15.0,28.9,5.0,25.1,7.2,0,55.0,100.0
13.5,17.0,77.9,17.5,41.1,4.6,9.7,32.7,8.4,15.9,3.9,22.6,6.9,0,81.4,100.0
10.9,18.8,74.1,18.0,33.2,7.4,15.7,31.8,8.4,16.8,1.9,13.2,2.7,0,80.5,100.0
10.7,16.9,74.9,16.4,38.7,4.7,7.5,34.4,8.6,12.4,2.6,10.5,3.5,0,90.4,100.0
10.5,16.7,75.8,17.2,33.8,4.5,8.9,36.9,7.3,14.0,3.5,12.0,3.6,0,79.7,100.0
14.6,21.4,76.6,19.4,43.8,5.3,11.0,50.0,7.9,17.3,2.3,25.6,10.1,0,60.7,100.0
12.8,19.7,74.4,19.1,37.9,4.6,14.8,40.7,9.2,17.6,3.3,21.1,5.0,0,71.1,100.0
14.0,18.1,78.7,17.7,39.3,3.9,9.7,30.7,7.5,15.5,4.4,25.2,11.5,0,82.0,100.0
12.1,16.8,76.3,18.2,36.5,5.0,7.4,34.8,9.6,17.3,3.6,18.0,3.0,0,70.3,100.0
11.8,19.1,73.4,19.7,40.3,4.2,14.6,45.3,9.3,16.1,2.2,16.8,4.7,0,72.6,100.0
14.7,20.4,76.7,19.1,39.1,6.6,11.9,34.1,8.6,19.1,3.9,23.1,6.3,0,63.6,100.0
9.5,13.0,76.6,15.3,33.9,2.4,5.3,27.1,9.3,10.5,4.0,8.8,3.8,0,89.2,100.0
12.2,15.7,75.6,17.6,36.3,2.6,9.2,29.7,8.2,11.4,5.3,22.5,5.2,0,83.1,100.0
13.5,17.8,77.8,17.6,39.8,5.3,10.8,36.4,11.1,15.7,3.3,15.4,9.7,0,80.6,100.0
12.2,18.9,75.4,17.8,39.1,3.5,15.4,41.4,6.6,15.9,2.4,19.1,3.2,0,78.7,100.0
17.2,24.3,77.3,18.3,45.9,7.5,16.0,38.2,4.2,15.6,5.1,26.1,8.8,0,71.4,100.0
11.3,15.9,75.8,16.8,36.4,2.0,6.2,32.3,9.3,13.6,2.5,16.0,5.6,0,88.4,100.0
15.0,23.2,76.1,19.8,41.2,11.3,10.5,38.3,5.9,18.1,3.2,24.9,8.8,0,75.1,100.0
11.3,16.8,76.0,17.2,35.4,4.3,10.1,34.6,7.1,13.5,3.8,17.3,3.4,0,86.5,100.0
9.3,14.0,74.5,17.0,36.3,3.3,7.6,33.0,8.4,17.6,2.2,8.7,4.9,0,86.6,100.0
14.4,21.9,75.2,18.1,42.4,8.4,10.8,40.6,7.4,16.0,5.7,21.3,7.7,0,72.0,100.0
11.6,14.9,76.9,15.9,33.1,2.5,6.9,24.4,7.4,15.6,4.5,14.1,7.4,0,89.3,100.0
14.1,19.0,75.7,16.8,37.6,1.6,3.4,25.1,10.7,3.1,2.7,17.8,1.0,0,82.7,100.0
12.9,22.0,73.6,20.0,37.6,9.9,18.2,36.5,6.3,17.6,1.6,21.5,6.3,0,73.9,100.0
8.6,12.9,74.9,14.4,30.8,3.2,4.8,22.6,8.2,14.1,2.8,7.0,2.1,0,93.9,100.0
13.1,15.4,77.0,17.1,35.7,3.6,6.6,19.2,6.6,11.1,3.4,26.2,7.4,0,88.7,100.0
16.2,20.3,78.6,19.1,43.6,3.7,15.9,30.3,13.5,27.1,2.3,25.7,8.2,0,75.9,100.0
16.0,19.9,78.1,17.0,43.7,6.0,8.7,33.1,9.6,9.5,4.6,16.4,7.3,0,85.1,100.0
16.2,24.6,75.6,21.4,42.1,11.4,14.4,37.1,4.8,15.1,2.3,30.2,10.8,0,55.1,100.0
9.4,13.1,76.0,13.6,29.8,3.7,3.4,18.2,7.2,12.5,3.4,8.6,3.5,0,94.6,100.0
14.6,22.6,76.6,18.8,42.5,8.5,14.3,39.2,6.7,14.2,2.3,22.2,7.1,0,76.3,100.0
14.2,25.0,76.0,18.9,41.8,9.2,14.4,38.5,6.7,15.3,4.0,23.8,7.0,0,73.6,100.0
9.2,12.3,75.4,14.7,34.4,2.1,5.0,22.7,12.4,13.8,3.3,6.9,2.6,0,88.8,100.0
13.3,19.6,76.3,18.9,38.4,5.5,13.1,31.9,10.4,15.9,3.1,20.5,6.7,0,71.1,100.0
9.5,13.4,75.0,15.4,33.3,2.9,6.6,26.6,8.6,14.0,2.3,8.5,3.2,0,89.5,100.0
12.1,17.8,75.7,17.9,38.6,4.3,14.4,39.8,6.3,18.5,5.2,13.6,6.6,0,75.6,100.0
14.8,20.1,77.9,19.3,43.0,4.7,12.0,39.8,9.5,19.0,5.5,26.2,12.9,0,68.2,100.0
10.1,15.7,74.2,18.2,35.2,5.6,11.6,35.2,9.9,19.1,2.6,9.8,4.8,0,82.5,100.0
9.0,13.3,74.6,15.7,32.5,2.9,8.7,23.4,6.7,19.8,3.6,9.7,2.4,0,90.5,100.0
11.8,14.1,75.3,14.9,32.9,4.3,5.0,20.4,7.3,12.6,4.6,13.5,7.9,0,89.6,100.0
13.9,19.5,78.0,18.3,38.2,6.8,8.8,35.7,11.1,16.1,3.1,21.0,7.0,0,65.4,100.0
13.8,18.8,76.2,18.5,37.6,3.7,10.4,41.2,6.6,18.3,2.0,20.9,7.6,0,65.3,100.0
14.9,22.3,76.5,17.7,41.1,4.8,15.2,42.8,7.2,20.3,4.5,22.6,12.0,0,61.7,100.0
16.1,19.3,79.5,18.7,41.6,4.8,11.6,29.7,8.7,15.9,5.5,26.3,11.1,0,78.4,100.0
12.6,16.5,76.4,16.2,35.8,3.8,7.9,29.4,8.4,11.7,4.4,12.2,4.1,0,88.2,100.0
15.2,20.4,78.0,19.4,42.7,6.3,13.5,38.8,7.3,18.9,4.3,25.0,10.4,0,55.7,100.0
13.2,25.7,73.5,18.2,38.4,6.5,14.5,45.2,6.2,15.7,2.1,25.4,2.4,0,50.7,100.0
10.0,14.1,75.8,16.0,37.5,2.8,6.9,36.4,8.9,11.8,3.4,7.6,2.7,0,79.1,100.0
13.4,20.6,75.5,19.2,38.0,4.3,16.5,40.0,4.7,20.5,4.3,23.5,9.8,0,67.1,100.0
14.0,21.2,75.9,19.2,41.3,7.4,12.5,43.2,7.9,15.9,5.1,24.9,8.9,0,78.6,100.0
14.5,22.4,76.5,19.2,41.8,6.8,16.0,38.2,6.1,15.3,4.9,23.7,4.3,0,75.2,100.0
10.4,15.2,74.2,17.9,32.9,4.3,8.1,33.3,9.7,29.1,2.5,11.6,4.3,0,84.8,100.0
9.5,11.4,77.8,13.7,29.3,1.9,3.3,20.8,8.4,18.5,2.5,5.4,3.0,0,92.9,100.0
11.9,18.8,75.3,18.0,39.0,6.8,9.5,33.0,8.4,16.4,2.7,18.7,8.8,0,84.0,100.0
8.1,10.5,75.8,12.3,25.5,2.8,3.6,14.6,7.0,11.9,2.6,5.3,1.7,0,96.4,100.0
11.3,17.4,73.8,18.1,37.7,4.9,13.3,34.7,10.0,18.7,3.0,19.0,4.6,0,76.7,100.0
10.7,12.0,74.6,13.8,29.0,2.4,4.4,16.5,6.1,11.8,3.8,12.9,10.6,0,90.4,100.0
10.4,18.1,74.5,17.0,35.3,6.9,8.0,35.3,9.1,25.1,1.7,15.1,4.0,0,83.9,100.0
11.1,17.0,74.3,18.5,35.2,8.5,9.7,41.0,7.8,16.5,0.8,15.6,10.4,0,58.6,100.0
11.0,15.3,76.6,16.6,35.4,3.4,7.6,27.1,9.1,20.5,2.6,16.8,6.1,0,82.1,100.0
11.9,21.6,74.3,18.0,37.2,9.1,14.2,33.9,6.6,14.6,1.8,16.1,5.9,0,75.0,100.0
12.9,20.1,75.9,18.3,40.4,8.0,12.2,37.5,7.5,18.3,1.5,17.5,6.6,0,77.7,100.0
11.6,16.1,77.4,16.4,37.3,4.4,7.9,31.0,6.3,29.3,2.8,14.8,3.4,0,77.2,100.0
11.1,17.3,75.4,13.9,31.3,6.3,5.8,22.3,9.4,10.2,2.8,10.5,3.0,0,91.2,100.0
10.6,19.1,73.6,17.3,32.2,9.2,10.3,34.1,5.8,18.3,1.4,12.9,4.1,0,80.6,100.0
11.1,21.0,75.7,16.3,38.7,11.2,8.1,28.3,6.8,15.0,2.3,14.0,5.8,0,90.6,100.0
17.4,25.3,77.8,18.7,43.6,13.3,17.6,36.1,6.3,23.4,0.7,29.1,14.0,0,48.7,100.0
10.1,15.8,74.2,17.9,33.8,4.7,12.2,38.8,5.4,15.8,3.0,11.4,3.3,0,82.6,100.0
9.4,11.8,76.1,14.9,33.0,1.4,5.3,25.6,10.0,18.4,3.9,6.1,1.9,0,85.7,100.0
11.7,17.6,75.3,18.0,35.9,5.0,12.9,35.9,9.3,22.6,2.9,14.9,6.0,0,78.0,100.0
11.5,18.1,73.8,18.7,36.0,4.6,13.4,42.1,4.9,16.3,3.9,20.4,5.7,0,71.2,100.0
11.2,14.4,78.5,15.5,37.9,2.3,5.3,31.4,10.5,11.7,4.2,8.6,2.2,0,89.3,100.0
10.8,13.8,77.1,16.1,37.8,2.3,4.7,28.2,11.1,12.6,3.4,10.3,4.1,0,89.5,100.0
13.1,19.6,75.1,18.2,38.8,4.4,16.7,34.5,7.8,18.5,4.3,20.9,8.1,0,74.0,100.0
10.0,15.7,73.7,16.5,31.9,4.9,8.8,32.1,8.8,14.2,2.9,9.7,3.5,0,89.0,100.0
11.7,17.0,75.2,17.9,38.5,3.3,9.1,43.7,7.0,17.3,3.0,16.2,1.2,0,75.0,100.0
13.1,21.7,74.3,19.1,41.5,5.6,14.8,35.3,8.6,14.9,2.7,21.2,8.2,0,72.4,100.0
15.2,21.3,76.3,18.9,43.6,8.6,11.6,41.3,6.5,18.3,3.1,18.2,10.3,0,76.4,100.0
16.3,24.0,76.1,19.7,43.3,5.0,12.8,44.3,7.6,19.0,2.0,27.9,4.7,0,67.5,100.0
15.1,22.6,75.7,19.0,42.4,6.1,18.7,44.7,8.3,19.2,5.7,19.5,7.3,0,69.5,100.0
11.5,15.0,75.9,17.2,36.7,2.7,6.1,41.2,12.0,17.5,3.1,14.2,4.6,0,83.3,100.0
11.5,15.5,75.8,17.4,38.4,2.2,8.2,36.3,6.7,17.4,4.5,12.5,3.2,0,79.4,100.0
14.8,20.9,74.9,19.9,41.6,4.7,10.0,43.2,8.2,13.3,1.3,34.1,9.1,0,70.0,100.0
14.1,18.5,77.1,19.0,40.6,3.8,9.8,41.7,8.6,17.4,2.7,25.0,6.0,0,71.8,100.0
10.1,13.3,75.9,15.8,34.8,2.6,6.2,27.4,12.5,13.0,3.1,9.9,2.5,0,87.5,100.0
14.0,17.4,77.6,16.9,38.3,2.5,6.1,30.6,12.1,9.3,5.1,16.8,5.8,0,90.5,100.0
12.9,18.2,76.0,18.6,38.6,3.5,12.9,43.7,7.5,24.1,2.2,18.5,7.8,0,51.1,100.0
13.3,19.9,76.0,18.3,37.9,4.0,13.6,35.6,8.9,8.8,4.1,18.4,9.0,0,84.7,100.0
13.5,17.3,78.2,18.0,39.9,3.2,7.8,32.6,9.7,12.3,3.2,22.9,7.7,0,70.8,100.0
9.8,14.2,75.0,16.9,33.5,2.4,9.3,26.6,5.9,17.8,2.5,12.1,2.5,0,87.4,100.0
17.1,24.7,77.3,18.9,43.1,8.0,19.5,36.3,4.4,17.3,3.9,27.3,11.6,0,61.8,100.0
11.8,18.5,74.1,18.3,37.1,6.5,11.6,32.9,9.1,17.1,3.8,22.1,4.1,0,83.2,100.0
13.3,20.8,76.2,18.6,36.5,7.7,15.3,36.7,7.2,20.6,2.9,13.5,6.5,0,58.1,100.0
13.2,18.3,76.5,18.3,39.4,3.7,12.2,40.2,7.7,17.7,3.0,16.9,6.7,0,72.7,100.0
13.2,17.9,77.0,18.3,38.7,2.5,14.0,36.2,7.8,27.0,2.1,19.7,7.5,0,78.0,100.0
13.9,20.0,76.2,19.3,42.0,5.1,15.5,40.6,5.1,20.4,2.8,21.9,7.9,0,69.3,100.0
12.8,17.3,76.7,18.3,38.5,3.9,11.0,28.9,13.5,21.1,3.7,22.7,13.0,1,58.2,100.0
15.9,21.4,77.5,18.8,42.2,5.0,12.5,36.2,9.2,16.9,4.5,26.5,14.3,0,77.5,100.0
10.8,14.4,76.2,16.5,37.4,3.3,8.0,35.1,6.6,18.4,2.4,14.5,2.8,0,85.9,100.0
13.2,19.4,75.1,18.3,39.5,5.5,13.6,37.5,10.7,16.9,4.8,17.0,6.1,0,80.0,100.0
9.5,13.4,76.5,16.0,33.6,4.1,6.4,36.4,7.2,19.7,1.9,6.5,4.2,0,82.2,100.0
11.2,21.5,73.3,18.4,35.6,11.2,16.0,34.3,7.7,14.5,4.1,15.1,5.0,0,80.7,100.0
14.2,16.9,77.6,17.4,40.6,3.6,7.9,26.8,9.1,13.4,4.6,19.5,10.2,0,83.6,100.0
12.5,16.4,77.0,17.1,40.2,3.3,7.6,33.5,8.8,13.1,3.8,13.6,4.8,0,91.3,100.0
7.9,9.7,75.2,13.7,28.4,1.1,2.9,18.9,7.8,15.4,2.0,4.7,0.9,0,93.4,100.0
11.0,17.0,74.6,17.5,34.1,4.5,10.6,37.0,9.0,18.1,2.6,10.6,3.0,0,74.0,100.0
10.0,14.0,72.1,15.9,36.4,2.2,7.1,29.9,8.9,10.8,2.8,6.3,2.5,0,90.6,100.0
12.9,17.4,77.8,17.0,39.8,5.4,9.5,31.6,11.2,16.0,4.8,19.2,8.5,0,81.3,100.0
9.6,14.6,74.3,16.8,30.8,3.2,8.6,33.3,9.3,21.7,2.7,12.6,3.1,0,90.8,100.0
11.9,17.6,74.5,18.7,36.8,5.6,8.2,42.2,11.0,17.4,1.5,17.9,4.0,0,70.5,100.0
9.5,13.6,74.6,16.8,32.8,3.0,9.0,36.2,9.6,15.3,2.5,8.5,2.6,0,81.4,100.0
12.3,20.5,74.3,18.4,37.2,7.3,10.8,41.2,7.1,15.4,3.8,18.1,5.9,0,82.1,100.0
12.8,18.4,76.8,19.1,42.3,10.6,9.0,36.3,6.8,20.6,2.2,17.5,9.4,0,68.7,100.0
