t1_2_3_6_7_s3_r,state,county
81.19,KY,Bell County
96.28999999999999,KY,Boone County
67.58999999999999,KY,Bourbon County
93.45,KY,Boyd County
80.97999999999999,KY,Boyle County
49.5,KY,Bracken County
77.41,KY,Breathitt County
57.38999999999999,KY,Breckinridge County
92.75999999999999,KY,Bullitt County
33.96,KY,Butler County
60.29,KY,Caldwell County
80.11,KY,Calloway County
98.07000000000001,KY,Campbell County
67.39,KY,Carlisle County
100.0,KY,Carroll County
66.2,KY,Carter County
53.949999999999996,KY,Casey County
82.91,KY,Christian County
77.58,KY,Clark County
79.83,KY,Clay County
55.84,KY,Clinton County
52.42,KY,Crittenden County
30.17,KY,Cumberland County
90.34,KY,Daviess County
48.52,KY,Edmonson County
99.97,KY,Elliott County
78.03999999999999,KY,Estill County
98.31,KY,Fayette County
60.06,KY,Fleming County
87.98,KY,Floyd County
93.17,KY,Franklin County
67.13,KY,Fulton County
57.96,KY,Gallatin County
66.16,KY,Garrard County
86.68,KY,Grant County
84.28999999999999,KY,Graves County
65.83,KY,Grayson County
38.62,KY,Green County
83.16,KY,Greenup County
31.8,KY,Hancock County
91.36,KY,Hardin County
81.85,KY,Harlan County
38.56,KY,Harrison County
69.92,KY,Hart County
93.55,KY,Henderson County
50.339999999999996,KY,Henry County
39.53,KY,Hickman County
87.29,KY,Hopkins County
60.589999999999996,KY,Jackson County
97.69,KY,Jefferson County
91.69,KY,Jessamine County
95.03,KY,Johnson County
98.32,KY,Kenton County
98.27,KY,Knott County
87.03999999999999,KY,Knox County
68.93,KY,Larue County
90.29,KY,Laurel County
99.87,KY,Lawrence County
36.95,KY,Lee County
71.78,KY,Leslie County
93.28999999999999,KY,Letcher County
55.25,KY,Lewis County
61.12,KY,Lincoln County
62.83,KY,Livingston County
71.5,KY,Logan County
48.76,KY,Lyon County
91.8,KY,McCracken County
99.63,KY,McCreary County
57.440000000000005,KY,McLean County
89.68,KY,Madison County
100.0,KY,Magoffin County
72.75,KY,Marion County
84.65,KY,Marshall County
57.699999999999996,KY,Martin County
77.89,KY,Mason County
92.7,KY,Meade County
100.0,KY,Menifee County
72.18,KY,Mercer County
54.279999999999994,KY,Metcalfe County
54.09,KY,Monroe County
75.58,KY,Montgomery County
99.97,KY,Morgan County
67.62,KY,Muhlenberg County
93.04,KY,Nelson County
37.04,KY,Nicholas County
36.09,KY,Ohio County
92.45,KY,Oldham County
18.19,KY,Owen County
80.78,KY,Owsley County
76.87,KY,Pendleton County
90.57,KY,Perry County
82.44,KY,Pike County
35.35,KY,Powell County
78.97,KY,Pulaski County
11.450000000000001,KY,Robertson County
56.43,KY,Rockcastle County
87.94,KY,Rowan County
91.24,KY,Russell County
77.84,KY,Scott County
79.73,KY,Shelby County
87.92,KY,Simpson County
64.39,KY,Spencer County
75.03,KY,Taylor County
44.68,KY,Todd County
55.42,KY,Trigg County
99.98,KY,Trimble County
73.24000000000001,KY,Union County
85.37,KY,Warren County
75.26,KY,Washington County
75.24,KY,Wayne County
72.53,KY,Webster County
76.41,KY,Whitley County
100.0,KY,Wolfe County
84.82,KY,Woodford County
80.85,LA,Acadia Parish
51.13999999999999,LA,Allen Parish
99.47,LA,Ascension Parish
94.75,LA,Assumption Parish
48.4,LA,Avoyelles Parish
42.52,LA,Beauregard Parish
22.91,LA,Bienville Parish
83.73,LA,Bossier Parish
93.37,LA,Caddo Parish
91.8,LA,Calcasieu Parish
43.15,LA,Caldwell Parish
61.6,LA,Cameron Parish
27.42,LA,Catahoula Parish
48.14,LA,Claiborne Parish
74.56,LA,Concordia Parish
63.5,LA,De Soto Parish
99.72999999999999,LA,East Baton Rouge Parish
75.9,LA,East Carroll Parish
22.35,LA,East Feliciana Parish
70.72,LA,Evangeline Parish
37.059999999999995,LA,Franklin Parish
29.709999999999997,LA,Grant Parish
96.99,LA,Iberia Parish
95.85000000000001,LA,Iberville Parish
34.46,LA,Jackson Parish
99.92999999999999,LA,Jefferson Parish
73.9,LA,Jefferson Davis Parish
99.29,LA,Lafayette Parish
98.04,LA,Lafourche Parish
41.23,LA,LaSalle Parish
72.28999999999999,LA,Lincoln Parish
97.11,LA,Livingston Parish
70.72,LA,Madison Parish
88.84,LA,Morehouse Parish
67.9,LA,Natchitoches Parish
99.85000000000001,LA,Orleans Parish
91.03,LA,Ouachita Parish
60.34,LA,Plaquemines Parish
85.11,LA,Pointe Coupee Parish
71.65,LA,Rapides Parish
22.63,LA,Red River Parish
49.35,LA,Richland Parish
23.380000000000003,LA,Sabine Parish
99.79,LA,St. Bernard Parish
98.65,LA,St. Charles Parish
20.919999999999998,LA,St. Helena Parish
97.08,LA,St. James Parish
99.41,LA,St. John the Baptist Parish
82.15,LA,St. Landry Parish
92.28,LA,St. Martin Parish
98.5,LA,St. Mary Parish
94.33,LA,St. Tammany Parish
85.04,LA,Tangipahoa Parish
78.52,LA,Tensas Parish
98.11,LA,Terrebonne Parish
34.04,LA,Union Parish
88.56,LA,Vermilion Parish
54.84,LA,Vernon Parish
49.59,LA,Washington Parish
53.05,LA,Webster Parish
99.53999999999999,LA,West Baton Rouge Parish
41.67,LA,West Carroll Parish
40.8,LA,West Feliciana Parish
38.09,LA,Winn Parish
97.27,ME,Androscoggin County
92.66,ME,Aroostook County
96.47,ME,Cumberland County
87.11,ME,Franklin County
93.36,ME,Hancock County
95.81,ME,Kennebec County
95.14,ME,Knox County
92.23,ME,Lincoln County
84.43,ME,Oxford County
90.86999999999999,ME,Penobscot County
82.37,ME,Piscataquis County
93.91000000000001,ME,Sagadahoc County
88.4,ME,Somerset County
85.39,ME,Waldo County
91.77,ME,Washington County
95.86,ME,York County
96.34,MD,Allegany County
99.41,MD,Anne Arundel County
98.95,MD,Baltimore County
97.68,MD,Calvert County
82.61,MD,Caroline County
92.46,MD,Carroll County
92.66,MD,Cecil County
94.17,MD,Charles County
88.21,MD,Dorchester County
94.87,MD,Frederick County
92.22,MD,Garrett County
98.45,MD,Harford County
99.64,MD,Howard County
89.8,MD,Kent County
99.56,MD,Montgomery County
98.9,MD,Prince George's County
94.12,MD,Queen Anne's County
96.65,MD,St. Mary's County
97.72999999999999,MD,Somerset County
91.47999999999999,MD,Talbot County
96.35000000000001,MD,Washington County
99.49,MD,Wicomico County
99.55000000000001,MD,Worcester County
99.06,MD,Baltimore city
99.03,MA,Barnstable County
90.16,MA,Berkshire County
99.35000000000001,MA,Bristol County
94.48,MA,Dukes County
99.31,MA,Essex County
92.75,MA,Franklin County
97.89,MA,Hampden County
95.89,MA,Hampshire County
99.66000000000001,MA,Middlesex County
97.8,MA,Nantucket County
99.7,MA,Norfolk County
98.92999999999999,MA,Plymouth County
99.89,MA,Suffolk County
95.78,MA,Worcester County
50.62,MI,Alcona County
68.89,MI,Alger County
74.22999999999999,MI,Allegan County
100.0,MI,Alpena County
85.67,MI,Antrim County
59.660000000000004,MI,Arenac County
61.4,MI,Baraga County
88.99000000000001,MI,Barry County
86.63,MI,Bay County
70.21,MI,Benzie County
89.67,MI,Berrien County
79.32000000000001,MI,Branch County
84.05,MI,Calhoun County
89.8,MI,Cass County
90.48,MI,Charlevoix County
56.769999999999996,MI,Cheboygan County
53.31,MI,Chippewa County
77.92,MI,Clare County
92.7,MI,Clinton County
45.2,MI,Crawford County
70.66,MI,Delta County
69.15,MI,Dickinson County
87.99,MI,Eaton County
85.76,MI,Emmet County
97.44,MI,Genesee County
81.66,MI,Gladwin County
64.02,MI,Gogebic County
91.34,MI,Grand Traverse County
99.7,MI,Gratiot County
75.17,MI,Hillsdale County
75.4,MI,Houghton County
58.199999999999996,MI,Huron County
97.89999999999999,MI,Ingham County
93.63,MI,Ionia County
71.53,MI,Iosco County
44.519999999999996,MI,Iron County
97.46000000000001,MI,Isabella County
77.31,MI,Jackson County
96.55,MI,Kalamazoo County
63.5,MI,Kalkaska County
97.74000000000001,MI,Kent County
42.059999999999995,MI,Keweenaw County
69.12,MI,Lake County
72.06,MI,Lapeer County
69.85,MI,Leelanau County
88.89,MI,Lenawee County
94.42,MI,Livingston County
41.48,MI,Luce County
53.73,MI,Mackinac County
99.03,MI,Macomb County
62.77,MI,Manistee County
77.86,MI,Marquette County
72.43,MI,Mason County
99.91,MI,Mecosta County
54.449999999999996,MI,Menominee County
89.84,MI,Midland County
53.2,MI,Missaukee County
92.28,MI,Monroe County
99.96000000000001,MI,Montcalm County
63.4,MI,Montmorency County
92.63,MI,Muskegon County
92.17,MI,Newaygo County
99.22,MI,Oakland County
83.69,MI,Oceana County
68.43,MI,Ogemaw County
49.05,MI,Ontonagon County
99.00999999999999,MI,Osceola County
57.29,MI,Oscoda County
66.71000000000001,MI,Otsego County
95.61,MI,Ottawa County
49.63,MI,Presque Isle County
85.74000000000001,MI,Roscommon County
87.91,MI,Saginaw County
85.84,MI,St. Clair County
86.97,MI,St. Joseph County
53.68000000000001,MI,Sanilac County
39.1,MI,Schoolcraft County
83.99,MI,Shiawassee County
60.440000000000005,MI,Tuscola County
77.0,MI,Van Buren County
93.8,MI,Washtenaw County
99.19,MI,Wayne County
66.84,MI,Wexford County
70.93,MN,Aitkin County
99.44,MN,Anoka County
87.18,MN,Becker County
98.85000000000001,MN,Beltrami County
90.07,MN,Benton County
98.99,MN,Big Stone County
98.48,MN,Blue Earth County
97.15,MN,Brown County
81.69,MN,Carlton County
99.76,MN,Carver County
86.04,MN,Cass County
98.32,MN,Chippewa County
85.88,MN,Chisago County
99.39,MN,Clay County
99.05000000000001,MN,Clearwater County
83.83,MN,Cook County
98.97,MN,Cottonwood County
90.96,MN,Crow Wing County
99.92999999999999,MN,Dakota County
99.27,MN,Dodge County
90.74,MN,Douglas County
97.42,MN,Faribault County
88.92,MN,Fillmore County
96.46000000000001,MN,Freeborn County
95.16,MN,Goodhue County
95.42,MN,Grant County
99.97,MN,Hennepin County
87.14,MN,Houston County
93.38,MN,Hubbard County
72.63,MN,Isanti County
90.27,MN,Itasca County
99.15,MN,Jackson County
50.06,MN,Kanabec County
96.57,MN,Kandiyohi County
94.75,MN,Kittson County
71.58,MN,Koochiching County
99.57000000000001,MN,Lac qui Parle County
78.97,MN,Lake County
79.56,MN,Lake of the Woods County
95.50999999999999,MN,Le Sueur County
95.53,MN,Lincoln County
99.72,MN,Lyon County
99.33,MN,McLeod County
79.52,MN,Mahnomen County
95.36,MN,Marshall County
99.96000000000001,MN,Martin County
100.0,MN,Meeker County
86.32,MN,Mille Lacs County
94.71000000000001,MN,Morrison County
95.06,MN,Mower County
99.71,MN,Murray County
98.06,MN,Nicollet County
98.47,MN,Nobles County
85.66,MN,Norman County
99.09,MN,Olmsted County
84.85000000000001,MN,Otter Tail County
99.21,MN,Pennington County
50.370000000000005,MN,Pine County
98.82,MN,Pipestone County
99.49,MN,Polk County
94.16,MN,Pope County
99.99,MN,Ramsey County
100.0,MN,Red Lake County
95.02000000000001,MN,Redwood County
98.15,MN,Renville County
98.08,MN,Rice County
95.75,MN,Rock County
91.99000000000001,MN,Roseau County
83.49,MN,St. Louis County
99.35000000000001,MN,Scott County
94.47,MN,Sherburne County
96.38,MN,Sibley County
95.12,MN,Stearns County
99.82,MN,Steele County
99.22,MN,Stevens County
98.04,MN,Swift County
72.42,MN,Todd County
79.91,MN,Traverse County
95.43,MN,Wabasha County
99.25,MN,Wadena County
98.28,MN,Waseca County
98.27,MN,Washington County
98.77,MN,Watonwan County
96.12,MN,Wilkin County
97.53,MN,Winona County
94.57,MN,Wright County
99.64,MN,Yellow Medicine County
82.36,MS,Adams County
99.0,MS,Alcorn County
9.16,MS,Amite County
46.14,MS,Attala County
40.98,MS,Benton County
76.12,MS,Bolivar County
72.74000000000001,MS,Calhoun County
81.35,MS,Carroll County
75.88000000000001,MS,Chickasaw County
63.27,MS,Choctaw County
31.240000000000002,MS,Claiborne County
64.79,MS,Clarke County
90.84,MS,Clay County
75.48,MS,Coahoma County
36.68,MS,Copiah County
15.079999999999998,MS,Covington County
95.19,MS,DeSoto County
86.75,MS,Forrest County
61.79,MS,Franklin County
48.43,MS,George County
43.9,MS,Greene County
76.64,MS,Grenada County
99.38,MS,Hancock County
97.87,MS,Harrison County
89.96,MS,Hinds County
60.370000000000005,MS,Holmes County
74.11999999999999,MS,Humphreys County
40.19,MS,Issaquena County
83.95,MS,Itawamba County
94.53,MS,Jackson County
47.64,MS,Jasper County
6.38,MS,Jefferson County
29.89,MS,Jefferson Davis County
89.63,MS,Jones County
77.2,MS,Kemper County
93.64,MS,Lafayette County
74.21,MS,Lamar County
92.47999999999999,MS,Lauderdale County
10.93,MS,Lawrence County
33.08,MS,Leake County
96.75,MS,Lee County
90.45,MS,Leflore County
53.83,MS,Lincoln County
96.75,MS,Lowndes County
91.46,MS,Madison County
47.89,MS,Marion County
64.53999999999999,MS,Marshall County
82.84,MS,Monroe County
72.71,MS,Montgomery County
38.129999999999995,MS,Neshoba County
29.23,MS,Newton County
36.43,MS,Noxubee County
88.84,MS,Oktibbeha County
89.68,MS,Panola County
90.39,MS,Pearl River County
59.489999999999995,MS,Perry County
66.86999999999999,MS,Pike County
85.04,MS,Pontotoc County
93.66,MS,Prentiss County
67.58,MS,Quitman County
90.93,MS,Rankin County
47.89,MS,Scott County
56.599999999999994,MS,Sharkey County
33.35,MS,Simpson County
36.17,MS,Smith County
49.51,MS,Stone County
83.26,MS,Sunflower County
52.94,MS,Tallahatchie County
74.75,MS,Tate County
97.56,MS,Tippah County
94.14,MS,Tishomingo County
71.96000000000001,MS,Tunica County
75.82,MS,Union County
19.79,MS,Walthall County
87.59,MS,Warren County
92.12,MS,Washington County
85.13,MS,Wayne County
88.26,MS,Webster County
17.89,MS,Wilkinson County
58.10999999999999,MS,Winston County
44.29,MS,Yalobusha County
58.730000000000004,MS,Yazoo County
94.59,MO,Adair County
98.1,MO,Andrew County
78.79,MO,Atchison County
96.03,MO,Audrain County
99.9,MO,Barry County
75.19,MO,Barton County
85.88,MO,Bates County
87.12,MO,Benton County
8.43,MO,Bollinger County
96.88,MO,Boone County
99.24,MO,Buchanan County
84.99,MO,Butler County
65.5,MO,Caldwell County
98.04,MO,Callaway County
90.77,MO,Camden County
84.86,MO,Cape Girardeau County
82.19999999999999,MO,Carroll County
10.36,MO,Carter County
94.82000000000001,MO,Cass County
77.81,MO,Cedar County
87.9,MO,Chariton County
99.99,MO,Christian County
74.46000000000001,MO,Clark County
99.45,MO,Clay County
91.28,MO,Clinton County
93.75,MO,Cole County
92.56,MO,Cooper County
68.02,MO,Crawford County
68.12,MO,Dade County
99.95,MO,Dallas County
67.80000000000001,MO,Daviess County
92.03,MO,DeKalb County
63.53,MO,Dent County
99.87,MO,Douglas County
97.02,MO,Dunklin County
85.94000000000001,MO,Franklin County
58.29,MO,Gasconade County
93.2,MO,Gentry County
100.0,MO,Greene County
86.57000000000001,MO,Grundy County
70.94,MO,Harrison County
79.97999999999999,MO,Henry County
26.38,MO,Hickory County
71.07,MO,Holt County
92.36999999999999,MO,Howard County
91.95,MO,Howell County
54.779999999999994,MO,Iron County
98.29,MO,Jackson County
97.16,MO,Jasper County
96.71,MO,Jefferson County
81.69999999999999,MO,Johnson County
60.309999999999995,MO,Knox County
98.56,MO,Laclede County
89.72,MO,Lafayette County
99.21,MO,Lawrence County
80.54,MO,Lewis County
76.34,MO,Lincoln County
83.8,MO,Linn County
86.79,MO,Livingston County
47.099999999999994,MO,McDonald County
78.44,MO,Macon County
66.78,MO,Madison County
56.53,MO,Maries County
90.36,MO,Marion County
86.21,MO,Mercer County
72.65,MO,Miller County
94.35,MO,Mississippi County
92.94,MO,Moniteau County
73.07000000000001,MO,Monroe County
85.63,MO,Montgomery County
93.92,MO,Morgan County
96.06,MO,New Madrid County
85.48,MO,Newton County
89.55,MO,Nodaway County
57.410000000000004,MO,Oregon County
74.95,MO,Osage County
23.0,MO,Ozark County
98.44000000000001,MO,Pemiscot County
74.7,MO,Perry County
92.94,MO,Pettis County
90.64,MO,Phelps County
78.34,MO,Pike County
98.65,MO,Platte County
95.7,MO,Polk County
95.77,MO,Pulaski County
92.54,MO,Putnam County
96.26,MO,Ralls County
88.7,MO,Randolph County
86.71,MO,Ray County
37.25,MO,Reynolds County
41.699999999999996,MO,Ripley County
97.17,MO,St. Charles County
35.63,MO,St. Clair County
58.309999999999995,MO,Ste. Genevieve County
84.61999999999999,MO,St. Francois County
99.72999999999999,MO,St. Louis County
90.47,MO,Saline County
84.44,MO,Schuyler County
91.01,MO,Scotland County
95.34,MO,Scott County
49.230000000000004,MO,Shannon County
78.05,MO,Shelby County
88.81,MO,Stoddard County
99.99,MO,Stone County
85.28,MO,Sullivan County
97.41,MO,Taney County
77.63,MO,Texas County
80.08999999999999,MO,Vernon County
67.30000000000001,MO,Warren County
41.63,MO,Washington County
33.62,MO,Wayne County
99.99,MO,Webster County
61.96,MO,Worth County
100.0,MO,Wright County
100.0,MO,St. Louis city
80.01,MT,Beaverhead County
66.07,MT,Big Horn County
71.98,MT,Blaine County
80.87,MT,Broadwater County
65.83,MT,Carbon County
40.82,MT,Carter County
97.42,MT,Cascade County
70.8,MT,Chouteau County
69.51,MT,Custer County
84.35000000000001,MT,Daniels County
63.72,MT,Dawson County
71.66,MT,Deer Lodge County
61.760000000000005,MT,Fallon County
73.72,MT,Fergus County
84.07,MT,Flathead County
90.29,MT,Gallatin County
33.48,MT,Garfield County
58.06,MT,Glacier County
62.9,MT,Golden Valley County
29.160000000000004,MT,Granite County
82.62,MT,Hill County
46.64,MT,Jefferson County
63.11,MT,Judith Basin County
79.77,MT,Lake County
89.16,MT,Lewis and Clark County
62.760000000000005,MT,Liberty County
64.88000000000001,MT,Lincoln County
42.5,MT,McCone County
82.89,MT,Madison County
62.07,MT,Meagher County
24.19,MT,Mineral County
89.68,MT,Missoula County
53.61,MT,Musselshell County
65.22,MT,Park County
40.8,MT,Petroleum County
71.86,MT,Phillips County
79.93,MT,Pondera County
42.34,MT,Powder River County
56.88999999999999,MT,Powell County
31.180000000000003,MT,Prairie County
93.37,MT,Ravalli County
61.36000000000001,MT,Richland County
77.74,MT,Roosevelt County
72.08,MT,Rosebud County
60.260000000000005,MT,Sanders County
83.96000000000001,MT,Sheridan County
90.91,MT,Silver Bow County
62.6,MT,Stillwater County
71.99,MT,Sweet Grass County
89.72,MT,Teton County
72.04,MT,Toole County
52.769999999999996,MT,Treasure County
68.03,MT,Valley County
73.76,MT,Wheatland County
49.25,MT,Wibaux County
92.5,MT,Yellowstone County
99.61,NE,Adams County
90.03,NE,Antelope County
77.21000000000001,NE,Arthur County
80.0,NE,Banner County
72.1,NE,Blaine County
76.72,NE,Boone County
98.54,NE,Box Butte County
99.91,NE,Boyd County
78.23,NE,Brown County
97.25,NE,Buffalo County
94.77,NE,Burt County
97.68,NE,Butler County
96.72,NE,Cass County
77.32,NE,Cedar County
96.57,NE,Chase County
69.93,NE,Cherry County
93.17999999999999,NE,Cheyenne County
93.53,NE,Clay County
92.5,NE,Colfax County
98.82,NE,Cuming County
67.9,NE,Custer County
96.26,NE,Dakota County
77.29,NE,Dawes County
95.33,NE,Dawson County
93.22,NE,Deuel County
94.48,NE,Dixon County
98.79,NE,Dodge County
99.88,NE,Douglas County
96.44,NE,Dundy County
98.14,NE,Fillmore County
66.25999999999999,NE,Franklin County
83.05,NE,Frontier County
95.89999999999999,NE,Furnas County
94.64,NE,Gage County
65.22,NE,Garden County
89.72,NE,Garfield County
88.67,NE,Gosper County
71.37,NE,Grant County
75.29,NE,Greeley County
96.85000000000001,NE,Hall County
96.56,NE,Hamilton County
91.09,NE,Harlan County
27.96,NE,Hayes County
47.089999999999996,NE,Hitchcock County
77.92999999999999,NE,Holt County
85.98,NE,Hooker County
78.93,NE,Howard County
93.34,NE,Jefferson County
94.88,NE,Johnson County
89.36,NE,Kearney County
95.50999999999999,NE,Keith County
93.76,NE,Keya Paha County
94.05,NE,Kimball County
59.330000000000005,NE,Knox County
99.6,NE,Lancaster County
93.91000000000001,NE,Lincoln County
67.69,NE,Logan County
76.18,NE,Loup County
43.63,NE,McPherson County
98.77,NE,Madison County
93.24,NE,Merrick County
91.69,NE,Morrill County
76.22,NE,Nance County
95.89999999999999,NE,Nemaha County
75.08,NE,Nuckolls County
96.13000000000001,NE,Otoe County
94.73,NE,Pawnee County
95.63000000000001,NE,Perkins County
98.75,NE,Phelps County
90.08,NE,Pierce County
98.31,NE,Platte County
94.78,NE,Polk County
88.94999999999999,NE,Red Willow County
99.11,NE,Richardson County
67.53,NE,Rock County
95.89,NE,Saline County
99.78,NE,Sarpy County
95.41,NE,Saunders County
99.92,NE,Scotts Bluff County
97.36,NE,Seward County
41.68,NE,Sheridan County
64.22,NE,Sherman County
69.38,NE,Sioux County
93.19,NE,Stanton County
80.62,NE,Thayer County
79.3,NE,Thomas County
84.16,NE,Thurston County
75.47,NE,Valley County
94.83,NE,Washington County
98.6,NE,Wayne County
83.98,NE,Webster County
68.26,NE,Wheeler County
95.43,NE,York County
89.27000000000001,NV,Churchill County
99.92,NV,Clark County
98.41,NV,Douglas County
91.41,NV,Elko County
10.72,NV,Esmeralda County
76.75,NV,Eureka County
84.61,NV,Humboldt County
91.03,NV,Lander County
77.73,NV,Lincoln County
97.95,NV,Lyon County
64.28,NV,Mineral County
89.57000000000001,NV,Nye County
22.73,NV,Pershing County
84.25,NV,Storey County
99.37,NV,Washoe County
0.65,NV,White Pine County
99.98,NV,Carson City
97.19,NH,Belknap County
86.97,NH,Carroll County
90.96,NH,Cheshire County
87.35000000000001,NH,Coos County
85.39999999999999,NH,Grafton County
98.75,NH,Hillsborough County
97.36,NH,Merrimack County
98.99,NH,Rockingham County
98.89,NH,Strafford County
90.58,NH,Sullivan County
99.21,NJ,Atlantic County
99.6,NJ,Bergen County
99.11,NJ,Burlington County
99.82,NJ,Camden County
98.89,NJ,Cape May County
97.99,NJ,Cumberland County
99.86,NJ,Essex County
99.33999999999999,NJ,Gloucester County
99.71,NJ,Hudson County
96.24000000000001,NJ,Hunterdon County
99.67,NJ,Mercer County
99.5,NJ,Middlesex County
99.65,NJ,Monmouth County
99.41,NJ,Morris County
99.51,NJ,Ocean County
99.56,NJ,Passaic County
94.69,NJ,Salem County
99.55000000000001,NJ,Somerset County
98.06,NJ,Sussex County
99.7,NJ,Union County
94.08999999999999,NJ,Warren County
99.64,NM,Bernalillo County
21.27,NM,Catron County
94.59,NM,Chaves County
65.27,NM,Cibola County
67.44,NM,Colfax County
94.94,NM,Curry County
77.34,NM,De Baca County
92.14,NM,Doña Ana County
89.12,NM,Eddy County
84.41,NM,Grant County
72.23,NM,Guadalupe County
57.330000000000005,NM,Harding County
56.87,NM,Hidalgo County
97.72999999999999,NM,Lea County
86.86,NM,Lincoln County
99.85000000000001,NM,Los Alamos County
90.83,NM,Luna County
73.31,NM,McKinley County
